,Unnamed: 0,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link,Transcript
3023,3023,bolito_one_damn_photo.mp4,negative,negative,negative,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bolito_one_damn_photo.pkl,https://player.vimeo.com/video/238833581,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bolito_one_damn_photo.txt
3024,3024,pickupmydonationcom_forgotten_gifts_we_met_at_christmas.mkv,negative,neutral,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/pickupmydonationcom_forgotten_gifts_we_met_at_christmas.pkl,https://www.youtube.com/embed/TRVGXUgJIeI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/pickupmydonationcom_forgotten_gifts_we_met_at_christmas.txt
3025,3025,pro_infirmis_fear_paralyses.mkv,positive,negative,negative,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/pro_infirmis_fear_paralyses.pkl,https://www.youtube.com/embed/Ie0NrtAHkLs,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/pro_infirmis_fear_paralyses.txt
3026,3026,feeding_my_family_holiday_price_hikes.mp4,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/feeding_my_family_holiday_price_hikes.pkl,https://www.youtube.com/embed/0poJ8AZxrPc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/feeding_my_family_holiday_price_hikes.txt
3027,3027,the_racist_keyboard.mkv,positive,neutral,positive,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_racist_keyboard.pkl,https://www.youtube.com/embed/4-DtUXQBq9A,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_racist_keyboard.txt
3028,3028,safefood_the_start_campaign.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/safefood_the_start_campaign.pkl,https://www.youtube.com/embed/JFv0siz0_Dw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/safefood_the_start_campaign.txt
3029,3029,salvation_army_two_stories.webm,positive,negative,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/salvation_army_two_stories.pkl,https://www.youtube.com/embed/Mvx6bzH0OXE,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/salvation_army_two_stories.txt
3030,3030,reborn_to_be_alive_good_use.mp4,positive,positive,positive,No transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/reborn_to_be_alive_good_use.pkl,https://www.youtube.com/embed/SarpypNskcc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/reborn_to_be_alive_good_use.txt
3031,3031,centrum_dont_forget_to_feed_your_cells.webm,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/centrum_dont_forget_to_feed_your_cells.pkl,https://www.youtube.com/embed/TlcJIvwQNd4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/centrum_dont_forget_to_feed_your_cells.txt
3032,3032,food_standards_scotland_its_time_to_say_no_to_upsizing_fast_food.mp4,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/food_standards_scotland_its_time_to_say_no_to_upsizing_fast_food.pkl,https://www.youtube.com/embed/eVy_JOfQB94,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/food_standards_scotland_its_time_to_say_no_to_upsizing_fast_food.txt
3033,3033,johnson_johnson_rhinocort_take_charge_with_rhino.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/johnson_johnson_rhinocort_take_charge_with_rhino.pkl,https://player.vimeo.com/video/289386666,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/johnson_johnson_rhinocort_take_charge_with_rhino.txt
3034,3034,bulk_powders_dominate_justice.mp4,positive,positive,neutral,Transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bulk_powders_dominate_justice.pkl,https://www.youtube.com/embed/HA9gNyc_tI8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bulk_powders_dominate_justice.txt
3035,3035,ignite_national_womeninthehouse.mp4,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ignite_national_womeninthehouse.pkl,https://www.youtube.com/embed/BNLc_nXyjyQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/ignite_national_womeninthehouse.txt
3036,3036,new_york_organ_donor_network_long_live_new_york.webm,negative,neutral,positive,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/new_york_organ_donor_network_long_live_new_york.pkl,https://www.youtube.com/embed/8nc-lmer_TQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/new_york_organ_donor_network_long_live_new_york.txt
3037,3037,dsm_unsung_heroes_of_science.mkv,neutral,negative,positive,Transition,Yes,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dsm_unsung_heroes_of_science.pkl,https://www.youtube.com/embed/Kfuc91MZchU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/dsm_unsung_heroes_of_science.txt
3038,3038,fisac_video_game.mkv,positive,negative,negative,Transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/fisac_video_game.pkl,https://www.youtube.com/embed/RPk-6s4JJ7c,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/fisac_video_game.txt
3039,3039,instituto_nacional_de_seguros_how_to_overtake_in_traffic.mkv,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/instituto_nacional_de_seguros_how_to_overtake_in_traffic.pkl,https://www.youtube.com/embed/-Hbm-K28W9Q,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/instituto_nacional_de_seguros_how_to_overtake_in_traffic.txt
3040,3040,tena_tips.mkv,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tena_tips.pkl,https://www.youtube.com/embed/wv8lrVR2z2s,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/tena_tips.txt
3041,3041,policia_de_seguranca_publica_being_a_policeman.mkv,negative,negative,negative,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/policia_de_seguranca_publica_being_a_policeman.pkl,https://www.youtube.com/embed/nxc-_rNka4g,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/policia_de_seguranca_publica_being_a_policeman.txt
3042,3042,coalition_of_organisations_of_persons_with_disability_proud_of_ourselves.mp4,neutral,positive,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/coalition_of_organisations_of_persons_with_disability_proud_of_ourselves.pkl,https://player.vimeo.com/video/162742453,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/coalition_of_organisations_of_persons_with_disability_proud_of_ourselves.txt
3043,3043,wwf_47_words_for_humanity.mp4,positive,positive,negative,Transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/wwf_47_words_for_humanity.pkl,https://player.vimeo.com/video/187467929,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/wwf_47_words_for_humanity.txt
3044,3044,missing_childrens_network_help_us_trace_them.mkv,neutral,neutral,neutral,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/missing_childrens_network_help_us_trace_them.pkl,https://www.youtube.com/embed/KLLiHcQPg7c,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/missing_childrens_network_help_us_trace_them.txt
3045,3045,cnib_interview_psa.webm,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cnib_interview_psa.pkl,https://www.youtube.com/embed/cmfwV-12rcA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/cnib_interview_psa.txt
3046,3046,the_canadian_safe_boating_council_frog.webm,positive,negative,negative,Transition,No,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_canadian_safe_boating_council_frog.pkl,https://www.youtube.com/embed/cTzc9Tp8KJU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_canadian_safe_boating_council_frog.txt
3047,3047,bulk_powders_dominate_recycling.mkv,neutral,positive,neutral,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bulk_powders_dominate_recycling.pkl,https://www.youtube.com/embed/6_8Gm7RWzvA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bulk_powders_dominate_recycling.txt
3048,3048,cinthol_alive_is_offline.mkv,neutral,positive,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cinthol_alive_is_offline.pkl,https://www.youtube.com/embed/npVbzq4gxag,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/cinthol_alive_is_offline.txt
3049,3049,depend_how_ceo_ben_keeps_pooping_all_day.mkv,neutral,positive,positive,Transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/depend_how_ceo_ben_keeps_pooping_all_day.pkl,https://www.youtube.com/embed/-mQPf-uWLa8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/depend_how_ceo_ben_keeps_pooping_all_day.txt
3050,3050,wheat_whisperer.mp4,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/wheat_whisperer.pkl,https://player.vimeo.com/video/249519126,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/wheat_whisperer.txt
3051,3051,soar_its_just_a_phase.webm,neutral,neutral,positive,Transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/soar_its_just_a_phase.pkl,https://www.youtube.com/embed/4sqDFSwQpik,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/soar_its_just_a_phase.txt
3052,3052,sos_racismo_stop.mkv,negative,negative,negative,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/sos_racismo_stop.pkl,https://www.youtube.com/embed/IOdLqtEBUI8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/sos_racismo_stop.txt
3053,3053,vicks_learning_to_love_touchofcare.mkv,negative,positive,positive,Transition,Yes,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vicks_learning_to_love_touchofcare.pkl,https://www.youtube.com/embed/3vqqT9bjCgU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/vicks_learning_to_love_touchofcare.txt
3054,3054,1800contacts_pirates_plank.mkv,negative,neutral,positive,Transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/1800contacts_pirates_plank.pkl,https://www.youtube.com/embed/roLIrI_ljFk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/1800contacts_pirates_plank.txt
3055,3055,skii_the_expiry_date.webm,negative,negative,positive,Transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/skii_the_expiry_date.pkl,https://www.youtube.com/embed/v3JCA4lCMGw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/skii_the_expiry_date.txt
3056,3056,orange_papa_cool.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/orange_papa_cool.pkl,https://www.youtube.com/embed/gpqiGSQY19g,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/orange_papa_cool.txt
3057,3057,wasteland.mp4,negative,negative,negative,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/wasteland.pkl,https://player.vimeo.com/video/223620182,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/wasteland.txt
3058,3058,portuguese_paralympic_committee_no_pity_0.mkv,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/portuguese_paralympic_committee_no_pity_0.pkl,https://www.youtube.com/embed/dDxGyiIgZUM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/portuguese_paralympic_committee_no_pity_0.txt
3059,3059,nodoz_office.mp4,positive,negative,neutral,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nodoz_office.pkl,https://player.vimeo.com/video/190028876,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/nodoz_office.txt
3060,3060,dementia_sa_before_theyre_gone_yolandas_story.mp4,negative,negative,positive,Transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dementia_sa_before_theyre_gone_yolandas_story.pkl,https://www.youtube.com/embed/n_B3WlaX_HM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/dementia_sa_before_theyre_gone_yolandas_story.txt
3061,3061,akron_childrens_hospital_graduation_day.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/akron_childrens_hospital_graduation_day.pkl,https://www.youtube.com/embed/2wBst0RKoew,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/akron_childrens_hospital_graduation_day.txt
3062,3062,the_british_pregnancy_advisory_service_on_the_shoulders_of_giants.mkv,positive,positive,positive,No transition,Yes,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_british_pregnancy_advisory_service_on_the_shoulders_of_giants.pkl,https://www.youtube.com/embed/IflD1dHN2S0,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_british_pregnancy_advisory_service_on_the_shoulders_of_giants.txt
3063,3063,shanghai_blood_administration_office_the_knife.mkv,positive,positive,positive,No transition,Yes,Awareness,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/shanghai_blood_administration_office_the_knife.pkl,https://www.youtube.com/embed/d4r9fOg6Cz8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/shanghai_blood_administration_office_the_knife.txt
3064,3064,dignity_health_spot_a_stroke.mkv,positive,positive,positive,No transition,No,Health,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dignity_health_spot_a_stroke.pkl,https://www.youtube.com/embed/9JoUphVYL8Y,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/dignity_health_spot_a_stroke.txt
3065,3065,ladder_there_is_no_magic_pill_arnold_schwarzenegger.webm,neutral,positive,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ladder_there_is_no_magic_pill_arnold_schwarzenegger.pkl,https://www.youtube.com/embed/1Fywc-iXeMw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/ladder_there_is_no_magic_pill_arnold_schwarzenegger.txt
3066,3066,center_for_child_protection_kids_dont_talk_like_this.webm,negative,negative,neutral,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/center_for_child_protection_kids_dont_talk_like_this.pkl,https://www.youtube.com/embed/qbOjivUjHJY,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/center_for_child_protection_kids_dont_talk_like_this.txt
3067,3067,stop_ivory_going_going_gone.webm,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/stop_ivory_going_going_gone.pkl,https://www.youtube.com/embed/Tg7zA5LYvy4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/stop_ivory_going_going_gone.txt
3068,3068,university_of_phoenix_to_my_greatgranddaughter.webm,positive,positive,positive,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/university_of_phoenix_to_my_greatgranddaughter.pkl,https://www.youtube.com/embed/nhnz2CMzirM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/university_of_phoenix_to_my_greatgranddaughter.txt
3069,3069,procter_gamble_the_talk.mkv,positive,positive,positive,No transition,Yes,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/procter_gamble_the_talk.pkl,https://www.youtube.com/embed/3s20ePvTaME,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/procter_gamble_the_talk.txt
3070,3070,tena_control.mkv,neutral,positive,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/tena_control.pkl,https://www.youtube.com/embed/cqm_3grb6zo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/tena_control.txt
3071,3071,the_twelve_chugs_of_christmas.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_twelve_chugs_of_christmas.pkl,https://www.youtube.com/embed/e8U8luoRhrc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_twelve_chugs_of_christmas.txt
3072,3072,barkley_tender_musings_introduction.mkv,neutral,positive,positive,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/barkley_tender_musings_introduction.pkl,https://www.youtube.com/embed/xorLTX30nuo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/barkley_tender_musings_introduction.txt
3073,3073,montage_health_plant_a_flag.mkv,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/montage_health_plant_a_flag.pkl,https://www.youtube.com/embed/GdePJZH6-EU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/montage_health_plant_a_flag.txt
3074,3074,the_danish_rheumatism_association_keep_an_eye_out_for_invisible_pains.mp4,neutral,neutral,positive,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_danish_rheumatism_association_keep_an_eye_out_for_invisible_pains.pkl,https://player.vimeo.com/video/237748476,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_danish_rheumatism_association_keep_an_eye_out_for_invisible_pains.txt
3075,3075,liga_colombiana_contra_el_cancer_prevention_of_testicular_cancer_scratchtest.mkv,negative,negative,neutral,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/liga_colombiana_contra_el_cancer_prevention_of_testicular_cancer_scratchtest.pkl,https://www.youtube.com/embed/0xK9FbOrkME,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/liga_colombiana_contra_el_cancer_prevention_of_testicular_cancer_scratchtest.txt
3076,3076,vitusapotek_the_ritual.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vitusapotek_the_ritual.pkl,https://player.vimeo.com/video/145630157,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/vitusapotek_the_ritual.txt
3077,3077,granu_fink_the_old_man_and_the_sea.webm,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/granu_fink_the_old_man_and_the_sea.pkl,https://www.youtube.com/embed/YHrc5xm8Mwk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/granu_fink_the_old_man_and_the_sea.txt
3078,3078,riogaleao_fui_mudei_voltei.mp4,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/riogaleao_fui_mudei_voltei.pkl,https://www.youtube.com/embed/FQYe_5QFTWc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/riogaleao_fui_mudei_voltei.txt
3079,3079,makeawish_lollipop.mkv,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/makeawish_lollipop.pkl,https://www.youtube.com/embed/juHcBQhvgeQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/makeawish_lollipop.txt
3080,3080,axe_bathsculinity.mkv,positive,positive,positive,No transition,No,Health,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/axe_bathsculinity.pkl,https://www.youtube.com/embed/uP9SX2P5L7Q,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/axe_bathsculinity.txt
3081,3081,hospital_de_amor_the_fall.mkv,positive,negative,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hospital_de_amor_the_fall.pkl,https://www.youtube.com/embed/Y-OtckmxUx8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/hospital_de_amor_the_fall.txt
3082,3082,vitus_a_lifetime_in_60_seconds.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/vitus_a_lifetime_in_60_seconds.pkl,https://player.vimeo.com/video/220461359,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/vitus_a_lifetime_in_60_seconds.txt
3083,3083,nivea_the_double.mkv,negative,negative,positive,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nivea_the_double.pkl,https://www.youtube.com/embed/sgfmt3ozkPA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/nivea_the_double.txt
3084,3084,cochlear_does_love_last_forever.mkv,positive,positive,neutral,Transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cochlear_does_love_last_forever.pkl,https://www.youtube.com/embed/xrC074WUrzs,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/cochlear_does_love_last_forever.txt
3085,3085,the_broad_exchange_iresolve.mp4,positive,positive,positive,No transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_broad_exchange_iresolve.pkl,https://player.vimeo.com/video/259147821,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_broad_exchange_iresolve.txt
3086,3086,barkley_tender_musings_the_color_of_love.mp4,positive,neutral,negative,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/barkley_tender_musings_the_color_of_love.pkl,https://www.youtube.com/embed/8spaHJ8NPCU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/barkley_tender_musings_the_color_of_love.txt
3087,3087,cdphe_marijuana_prevention_education.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/cdphe_marijuana_prevention_education.pkl,https://www.youtube.com/embed/Qgyrj-kJ3E8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/cdphe_marijuana_prevention_education.txt
3088,3088,criam_blood_of_your_blood.mp4,positive,positive,positive,No transition,No,Health,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/criam_blood_of_your_blood.pkl,https://player.vimeo.com/video/262294973,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/criam_blood_of_your_blood.txt
3089,3089,thevoicefromtheheart.mkv,positive,positive,positive,No transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/thevoicefromtheheart.pkl,https://www.youtube.com/embed/8hTbedVdFm0,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/thevoicefromtheheart.txt
3090,3090,participaction_make_room_for_play_hockey.webm,positive,neutral,neutral,Transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/participaction_make_room_for_play_hockey.pkl,https://www.youtube.com/embed/71t5_sVgBtk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/participaction_make_room_for_play_hockey.txt
3091,3091,reporters_without_borders_when_i_grow_up.mkv,negative,negative,neutral,Transition,No,Awareness,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/reporters_without_borders_when_i_grow_up.pkl,https://www.youtube.com/embed/6fJ3CBtd2-8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/reporters_without_borders_when_i_grow_up.txt
3092,3092,gezondheid_en_wetenschap_dont_google_it_2.mp4,neutral,negative,negative,Transition,Yes,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/gezondheid_en_wetenschap_dont_google_it_2.pkl,https://player.vimeo.com/video/109120220,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/gezondheid_en_wetenschap_dont_google_it_2.txt
3093,3093,the_federation_of_finnish_enterprises_entrepreneurs_journey.mkv,negative,negative,negative,No transition,No,Awareness,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/the_federation_of_finnish_enterprises_entrepreneurs_journey.pkl,https://www.youtube.com/embed/k4yOuyETskg,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/the_federation_of_finnish_enterprises_entrepreneurs_journey.txt
